"Строка CSV","Variation Label","Variation SKU","Parent Product","Критичность","Тип проблемы","Детали","Что исправить"
"1167","FWB-MOD008-0002","FWB-MOD008-0002","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1168","FWB-MOD008-0003","FWB-MOD008-0003","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1169","FWB-MOD008-0004","FWB-MOD008-0004","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1170","FWB-MOD008-0005","FWB-MOD008-0005","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1171","FWB-MOD008-0006","FWB-MOD008-0006","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1172","FWB-MOD008-0007","FWB-MOD008-0007","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1173","FWB-MOD008-0008","FWB-MOD008-0008","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1174","FWB-MOD008-0009","FWB-MOD008-0009","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1175","FWB-MOD008-0010","FWB-MOD008-0010","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1176","FWB-MOD008-0011","FWB-MOD008-0011","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1177","FWB-MOD008-0012","FWB-MOD008-0012","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1178","FWB-MOD008-0013","FWB-MOD008-0013","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1179","FWB-MOD008-0014","FWB-MOD008-0014","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1180","FWB-MOD008-0015","FWB-MOD008-0015","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1181","FWB-MOD008-0016","FWB-MOD008-0016","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1182","FWB-MOD008-0017","FWB-MOD008-0017","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1183","FWB-MOD008-0018","FWB-MOD008-0018","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1184","FWB-MOD008-0019","FWB-MOD008-0019","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1185","FWB-MOD008-0020","FWB-MOD008-0020","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1186","FWB-MOD008-0021","FWB-MOD008-0021","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1187","FWB-MOD008-0022","FWB-MOD008-0022","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1188","FWB-MOD008-0023","FWB-MOD008-0023","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1189","FWB-MOD008-0024","FWB-MOD008-0024","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1190","FWB-MOD008-0025","FWB-MOD008-0025","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1191","FWB-MOD008-0026","FWB-MOD008-0026","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1192","FWB-MOD008-0027","FWB-MOD008-0027","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1193","FWB-MOD008-0028","FWB-MOD008-0028","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1194","FWB-MOD008-0029","FWB-MOD008-0029","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
"1195","FWB-MOD008-0030","FWB-MOD008-0030","Faux Wood Beam MOD008 — FWB-MOD008","Высоко","Not Published","Published пуст","Уточнить и исправить статус публикации"
